Gene	Bc	Ac	Cc	Ai	Bi	Ci
TPRE012066	94	99	140	94	110	160
TPRE012067	400	247	376	355	397	441
TPRE012068	49	13	43	32	37	28
TPRE012069	252	120	272	187	198	298
TPRE012070	228	291	423	323	229	394
TPRE012071	5732	2745	3899	2932	3161	3383
TPRE012072	1808	2494	3056	2311	2431	3542
TPRE012073	61	44	80	68	45	74
TPRE012074	2551	3034	2964	2139	2547	2876
TPRE012075	695	777	670	681	843	916
TPRE012076	252	339	402	307	391	420
TPRE012077	1517	1954	2323	1632	1874	2239
TPRE012078	2109	2985	2867	1842	2125	2259
TPRE012079	767	977	1324	819	934	1149
TPRE012080	245	229	205	192	161	196
TPRE012081	6	1	7	14	3	1
TPRE012082	1	1	5	0	3	0
TPRE012083	855	1213	1216	1208	1200	1724
TPRE012084	1898	3078	3577	2241	2888	3120
TPRE012085	269	373	381	287	308	426
TPRE012086	11049	5442	10496	6179	6511	8713
TPRE012087	161	236	258	179	185	208
TPRE012088	0	0	0	0	0	0
TPRE012089	293	309	286	277	322	306
TPRE012090	5991	9978	12083	7211	8324	9892
TPRE012091	55	63	102	74	58	74
TPRE012092	10086	12821	15034	11073	11911	14543
TPRE012093	3046	4538	7178	4577	5383	6417
TPRE012094	1202	1854	2278	1730	1931	2102
TPRE012095	78	75	123	94	86	118
TPRE012096	1417	1599	2488	1623	1706	2399
TPRE012097	459	473	436	357	351	474
TPRE012098	447	673	779	521	706	692
TPRE012099	10	10	18	6	15	11
TPRE012100	0	7	7	0	4	0
TPRE012101	2	2	14	2	7	3
TPRE012102	259	352	367	354	358	416
TPRE012103	0	0	1	0	0	0
TPRE012104	0	1	9	3	2	5
TPRE012105	44	41	83	63	45	90
TPRE012106	0	0	0	0	0	0
TPRE012107	0	0	0	0	0	0
TPRE012108	10	22	40	16	22	28
TPRE012109	6095	9129	12598	8697	10062	10878
TPRE012110	2	3	8	5	7	13
TPRE012111	7431	7126	8525	7015	8705	10283
TPRE012112	13	10	20	6	18	6
TPRE012113	3715	4551	4881	3723	4233	4847
TPRE012114	2294	3296	4170	2840	3717	3916
TPRE012115	454	644	460	365	373	421
TPRE012116	7	31	21	21	12	12
TPRE012117	1137	1080	1849	1354	1628	1950
TPRE012118	1610	2048	3232	1971	2315	2838
TPRE012119	970	1176	1605	1108	1367	1573
TPRE012120	15	1	3	4	0	7
TPRE012121	794	993	1152	935	929	1119
TPRE012122	1257	375	1335	851	483	1358
TPRE012123	408	501	319	289	309	396
TPRE012124	31	39	68	53	52	90
TPRE012125	157	181	309	173	190	276
TPRE012126	1991	3446	3289	2374	2600	2898
TPRE012127	0	0	0	0	2	0
TPRE012128	9	17	14	30	12	25
TPRE012129	1	0	1	2	5	0
TPRE012130	1418	2481	2754	1684	1988	2480
TPRE012131	338	501	606	355	403	512
TPRE012132	135	206	153	100	109	130
TPRE012133	346	501	413	278	381	378
TPRE012134	0	0	1	0	5	7
TPRE012135	0	0	0	0	2	0
TPRE012136	0	0	0	0	0	0
TPRE012137	0	0	2	0	2	0
TPRE012138	0	0	0	0	0	0
TPRE012139	0	0	0	1	0	4
TPRE012140	0	0	0	0	0	0
TPRE012141	0	0	0	0	0	0
TPRE012142	0	0	0	0	0	0
TPRE012143	0	0	0	0	0	0
TPRE012144	0	0	0	0	0	0
TPRE012145	0	0	0	4	2	5
TPRE012146	0	0	2	0	0	0
TPRE012147	0	0	0	0	0	1
TPRE012148	0	0	0	0	0	0
TPRE012149	0	0	0	0	0	0
TPRE012150	3598	4440	6722	5074	5325	6379
TPRE012151	451	242	317	268	321	391
TPRE012152	0	5	2	5	7	3
TPRE012153	0	0	0	0	0	0
TPRE012154	54	80	75	69	73	80
TPRE012155	230	282	280	223	217	246
TPRE012156	663	947	1299	1004	1012	1370
TPRE012157	1739	844	1396	1090	1171	1717
TPRE012158	0	0	0	0	0	0
TPRE012159	14	8	16	7	5	11
TPRE012160	27	13	10	10	14	12
TPRE012161	0	0	0	0	0	0
TPRE012162	196	259	331	298	256	349
TPRE012163	3	7	12	7	7	5
TPRE012164	7	7	20	7	6	13
TPRE012165	0	0	0	0	0	0
TPRE012166	0	0	0	0	1	5
TPRE012167	3	4	4	12	3	4
TPRE012168	0	0	0	0	0	0
TPRE012169	0	0	0	0	0	0
TPRE012170	0	0	2	4	0	0
TPRE012171	9	9	10	3	3	0
TPRE012172	2889	1344	1513	1171	1270	1605
TPRE012173	699	807	994	680	899	1004
TPRE012174	18146	9807	17556	14142	15014	20468
TPRE012175	1619	795	1349	1303	1511	1962
TPRE012176	1147	945	1115	652	686	1095
TPRE012177	503	313	597	422	456	610
TPRE012178	1077	383	602	507	453	717
TPRE012179	5	8	5	6	4	14
TPRE012180	0	0	0	1	2	2
TPRE012181	10	3	16	3	2	8
TPRE012182	5487	1482	5184	2677	1995	4813
TPRE012183	195	198	398	274	225	453
TPRE012184	985	991	848	735	887	1075
TPRE012185	267	289	307	296	270	432
TPRE012186	827	1008	1567	1064	1087	1407
TPRE012187	15	14	23	15	15	13
TPRE012188	2674	2419	3379	3554	4219	4171
TPRE012189	124	98	225	134	142	215
TPRE012190	1209	1431	1979	1419	1464	1751
TPRE012191	5852	7559	10083	7038	7748	9192
TPRE012192	388	458	474	314	373	413
TPRE012193	0	0	4	0	0	4
TPRE012194	18	32	63	29	30	69
TPRE012195	32	27	43	38	52	55
TPRE012196	88	102	174	96	132	171
TPRE012197	269	350	569	399	394	595
TPRE012198	434	418	663	637	892	744
TPRE012199	1906	2774	2863	2106	2250	2465
TPRE012200	343	331	452	319	367	393
TPRE012201	1952	2587	3557	2071	2352	3034
TPRE012202	25	9	17	14	5	29
TPRE012203	2212	2205	3384	2714	2573	3579
TPRE012204	44240	56005	68173	49189	53977	68562
TPRE012205	293	408	462	341	277	547
TPRE012206	0	2	0	0	0	0
TPRE012207	29	40	49	45	55	53
TPRE012208	5575	5863	7827	5995	6105	7954
TPRE012209	605	938	1110	994	1080	1279
TPRE012210	3009	3877	3827	2793	3308	3886
TPRE012211	276	348	455	322	418	450
TPRE012212	328	419	367	305	426	407
TPRE012213	1708	1812	2503	1714	1863	2473
TPRE012214	5298	7791	8870	6705	7446	8300
TPRE012215	1330	1558	1839	1450	1528	1817
TPRE012216	596	838	979	724	740	923
TPRE012217	3527	4729	4838	3285	3401	4484
TPRE012218	19	19	15	12	12	25
TPRE012219	3208	4358	5041	3833	4228	4968
TPRE012220	252	256	413	333	388	413
TPRE012221	653	941	1040	784	853	837
TPRE012222	4701	5114	6288	5012	5452	7039
TPRE012223	0	0	0	0	0	0
TPRE012224	25	38	21	26	20	54
TPRE012225	208	85	88	50	102	93
TPRE012226	0	7	1	5	9	11
TPRE012227	2305	3104	4170	3188	3198	4695
TPRE012228	897	1205	1349	1090	1194	1402
TPRE012229	979	1001	1197	913	1012	1180
TPRE012230	2002	2593	2877	2418	2279	3374
TPRE012231	18765	32025	37053	22561	26100	29243
TPRE012232	1258	1326	1332	1078	1208	1403
TPRE012233	24	37	48	17	45	68
TPRE012234	2	14	15	12	6	8
TPRE012235	2755	2881	2840	1959	2188	2793
TPRE012236	450	450	524	430	466	549
TPRE012237	1106	1383	1396	1119	1363	1707
TPRE012238	14	22	41	31	40	66
TPRE012239	4	0	1	3	5	2
TPRE012240	0	0	0	0	0	0
TPRE012241	105	162	171	141	132	155
TPRE012242	0	0	0	0	0	0
TPRE012243	0	0	0	1	0	1
TPRE012244	102	113	125	88	74	98
TPRE012245	0	0	0	0	0	0
TPRE012246	2	0	0	0	0	0
TPRE012247	0	3	0	4	0	0
TPRE012248	13	6	0	4	4	3
TPRE012249	0	0	0	0	0	0
TPRE012250	442	356	554	478	515	639
TPRE012251	806	1000	995	719	904	856
TPRE012252	1	1	0	1	2	0
TPRE012253	0	0	0	0	0	0
TPRE012254	2785	2482	3430	2703	2737	4051
TPRE012255	2854	1128	2460	2184	1785	3847
TPRE012256	38	13	35	37	26	79
TPRE012257	1799	2671	3619	2493	2637	3181
TPRE012258	5352	6104	6672	5027	5415	6783
TPRE012259	1633	1243	1454	1210	1134	1805
TPRE012260	20037	25743	24564	19171	19246	26237
TPRE012261	25238	32559	35087	25383	25708	33501
TPRE012262	31718	40210	48703	34263	39823	48220
TPRE012263	2224	3358	4791	3395	3637	4200
TPRE012264	11628	8071	9352	6869	7850	9102
TPRE012265	1706	1264	2175	1878	1602	2888
TPRE012266	1562	2060	2290	1785	2003	2406
TPRE012267	982	1285	1334	1014	1143	1364
TPRE012268	915	1166	1473	1018	1182	1497
TPRE012269	2266	3452	4604	2913	3785	3819
TPRE012270	5834	7292	10447	7010	7453	9564
TPRE012271	1058	1108	1320	976	1140	1301
TPRE012272	868	1258	1443	908	941	1260
TPRE012273	251	310	357	268	329	336
TPRE012274	352	413	521	411	402	488
TPRE012275	5198	7065	6892	4431	5309	5645
TPRE012276	14	16	11	11	4	26
TPRE012277	1132	1588	2182	1345	1628	1947
TPRE012278	713	1153	1181	773	892	1035
TPRE012279	1634	2568	2584	1715	2173	2459
TPRE012280	28	33	55	25	25	43
TPRE012281	4274	6578	8341	5373	5865	6290
TPRE012282	0	0	0	0	0	0
TPRE012283	29	34	55	48	36	51
TPRE012284	274	240	455	345	426	354
TPRE012285	477	441	533	352	474	563
TPRE012286	1557	1617	1576	1228	1489	1588
TPRE012287	1983	1803	1626	1632	1773	2193
TPRE012288	1215	1991	1999	1430	1658	1839
TPRE012289	0	0	0	0	2	0
TPRE012290	11790	14055	13139	10165	11571	14322
TPRE012313	595	858	1093	1010	1031	1075
TPRE012314	329	548	750	478	613	593
TPRE012315	1988	2297	3083	2394	2394	3676
TPRE012316	2	2	2	2	2	2
TPRE012317	703	695	1223	737	1296	1330
TPRE012318	719	1030	1144	961	941	1095
TPRE012319	1487	2467	2810	1784	2008	2405
TPRE012321	49	43	69	67	52	75
TPRE012322	1	2	2	4	6	0
TPRE012323	64	84	134	83	119	108
TPRE012324	1	7	7	1	1	1
TPRE012325	0	3	6	0	1	0
TPRE012326	3	0	0	0	3	0
TPRE012327	202	0	0	16	20	31
TPRE012328	21	51	56	32	34	64
TPRE012329	7484	4285	6979	3281	3338	5870
TPRE012330	7	4	12	11	6	5
TPRE012331	1081	967	1292	949	1319	1203
TPRE012332	111	111	184	107	138	166
TPRE012333	2	2	2	2	1	1
TPRE012334	2	0	0	3	2	4
TPRE012335	441	461	539	418	432	484
TPRE012336	3339	4655	5653	3812	4366	4922
TPRE012337	35	74	46	44	28	25
TPRE012338	358	587	883	530	677	687
TPRE012339	82	125	257	123	163	174
TPRE012340	41	94	137	63	131	131
TPRE012341	1526	2185	2702	2002	2292	2430
TPRE012342	0	0	0	3	2	0
TPRE012343	69	0	0	14	18	30
TPRE012344	547	884	961	500	616	790
TPRE012345	2662	5027	6727	3593	4199	4792
TPRE012346	611	1121	1364	741	1033	968
TPRE012347	33	40	53	44	47	47
TPRE012348	668	863	1420	971	1048	1643
TPRE012349	5	8	12	10	6	13
TPRE012350	770	860	1046	762	787	1105
TPRE012351	1413	2158	2313	2111	1875	3447
TPRE012352	1038	959	1276	1078	955	1496
TPRE012353	524	677	776	625	597	904
TPRE012354	154	131	220	171	150	245
TPRE012355	214	254	307	224	283	292
TPRE012356	1858	1727	2336	1763	2154	2732
TPRE012357	13676	6674	8083	6667	7049	7951
TPRE012358	2802	4043	4353	2968	3448	4331
TPRE012359	4814	8424	8840	6845	7031	8143
TPRE012360	767	910	1032	761	853	1028
TPRE012361	9521	16711	19162	12383	13879	15719
TPRE012362	26	14	19	19	13	25
TPRE012363	2	0	1	4	0	0
TPRE012364	3086	1985	3065	2982	2866	4038
TPRE012365	39	41	89	38	47	52
TPRE012366	1072	923	1427	963	1133	1355
TPRE012367	0	1	3	0	0	0
TPRE012368	2119	1982	2878	1973	2376	2863
TPRE012369	575	597	615	445	633	693
TPRE012370	579	604	769	588	611	895
TPRE012371	605	1119	1317	755	991	1026
TPRE012372	409	790	1130	666	727	797
TPRE012373	514	538	524	463	493	522
TPRE012374	35	69	119	87	74	60
TPRE012375	177	64	149	123	114	157
TPRE012376	573	535	617	513	592	734
TPRE012377	4	3	4	5	1	5
TPRE012378	14678	7010	8526	7150	7283	9279
TPRE012379	94	23	53	32	39	43
TPRE012380	394	159	388	305	275	398
TPRE012381	79574	114035	130725	86207	103729	111614
TPRE012382	19438	8850	10072	9293	9407	12267
TPRE012383	2802	3478	3246	2572	2927	3463
TPRE012384	18	17	13	15	11	25
TPRE012385	158	208	236	200	220	314
TPRE012386	5035	2155	2767	2236	2420	3581
TPRE012387	1688	3189	4434	2787	3320	3662
TPRE012388	139	215	236	184	176	226
TPRE012389	390	372	561	468	505	592
TPRE012390	169	209	253	204	212	234
TPRE012391	2503	3489	3162	2292	2486	3007
TPRE012392	3076	3971	6067	4004	4333	6022
TPRE012393	583	646	793	538	605	823
TPRE012394	6459	7495	7209	5850	6565	7742
TPRE012395	131	85	149	124	164	156
TPRE012396	2	2	0	1	2	4
TPRE012397	115	119	244	167	206	287
TPRE012398	12	10	21	18	23	31
TPRE012399	195	275	344	221	265	363
TPRE012400	2756	4121	5095	3495	4022	4524
TPRE012401	478	621	849	627	637	671
TPRE012402	4844	7041	9652	5997	6955	7578
TPRE012403	10	13	12	3	13	17
TPRE012404	22	44	63	34	37	30
TPRE012405	1076	1457	1726	1044	1447	1643
TPRE012406	492	512	570	511	574	636
TPRE012407	1751	2051	2192	1780	1958	2361
TPRE012408	917	1029	1186	1019	973	1271
TPRE012409	0	0	0	0	0	0
TPRE012410	0	0	0	0	0	0
TPRE012411	0	0	1	0	0	0
TPRE012412	0	0	0	0	0	0
TPRE012413	62	118	78	90	61	156
TPRE012414	0	0	0	0	0	1
TPRE012415	0	0	0	0	0	0
TPRE012416	12	13	12	10	14	11
TPRE012417	0	0	0	0	0	0
TPRE012418	2	2	4	0	2	2
TPRE012419	0	0	0	0	0	0
TPRE012420	0	0	0	0	0	0
TPRE012421	0	0	0	0	0	0
TPRE012422	0	0	2	0	2	0
TPRE012423	71	86	89	76	82	78
TPRE012424	0	0	0	0	0	0
TPRE012425	0	1	0	6	0	0
TPRE012426	1	0	0	0	0	0
TPRE012427	0	0	0	0	0	0
TPRE012428	0	0	0	0	0	0
TPRE012429	0	0	0	0	0	0
TPRE012430	0	0	0	0	0	0
TPRE012431	4	1	1	2	0	4
TPRE012432	0	2	1	10	0	3
TPRE012433	0	0	1	2	0	0
TPRE012434	2	0	0	0	1	0
TPRE012435	3	0	1	1	0	3
TPRE012436	179	180	191	164	143	225
TPRE012437	0	0	0	0	0	0
TPRE012438	0	0	0	0	0	0
TPRE012439	0	0	0	0	0	0
TPRE012440	0	0	0	0	0	0
TPRE012441	0	0	0	0	0	0
TPRE012442	0	0	0	0	0	0
TPRE012443	0	0	0	0	0	0
TPRE012444	1	8	8	5	4	6
TPRE012445	0	0	0	0	0	0
TPRE012446	0	0	0	0	2	0
TPRE012447	0	0	0	0	0	0
TPRE012448	0	0	0	0	1	0
TPRE012449	0	1	0	1	0	0
TPRE012450	838	1101	1237	919	1067	1096
TPRE012451	691	980	1180	851	951	1065
TPRE012452	307	178	439	346	328	503
TPRE012453	10734	10637	12047	8430	9322	12234
TPRE012454	203	223	185	172	184	255
TPRE012455	174	218	271	196	236	287
TPRE012456	2	0	4	1	0	0
TPRE012457	70	147	129	113	110	125
TPRE012458	970	1655	1712	1053	1353	1416
TPRE012459	279	328	288	243	221	293
TPRE012460	54	42	85	56	65	78
TPRE012461	7614	13436	17735	9951	12467	12416
TPRE012462	44	58	33	20	51	27
TPRE012463	43	61	71	66	61	59
TPRE012464	245	234	189	86	130	166
TPRE012465	1093	1600	1456	938	1186	1417
TPRE012466	113	143	144	101	107	102
TPRE012467	0	0	0	0	0	0
TPRE012468	0	3	0	0	0	0
TPRE012469	0	0	0	0	0	0
TPRE012470	4	1	1	2	8	1
TPRE012471	856	1429	2242	1197	1667	1557
TPRE012472	23	9	49	33	28	35
TPRE012473	2	7	6	2	2	2
TPRE012474	0	0	0	0	0	3
TPRE012475	15	5	13	13	13	12
TPRE012476	590	633	947	810	757	1089
TPRE012477	981	833	859	803	764	1005
TPRE012478	515	516	490	410	466	627
TPRE012479	394	417	485	388	532	456
TPRE012480	318	358	313	271	281	353
TPRE012481	886	562	670	527	606	838
TPRE012482	660	801	1183	814	1037	1085
TPRE012483	1257	841	1073	829	800	1340
TPRE012484	962	1351	1263	1008	1173	1316
TPRE012485	1003	1082	777	719	929	950
TPRE012486	324	334	426	394	410	561
TPRE012487	8257	9208	8829	6708	6852	9292
TPRE012488	2317	2244	3054	2415	2397	3506
TPRE012489	185	199	280	229	226	311
TPRE012497	0	0	0	0	1	0
TPRE012501	0	2	0	0	0	0
TPRE012504	0	0	0	0	0	0
TPRE012505	0	0	0	0	0	0
TPRE012511	2	2	4	4	0	5
TPRE012512	266	31	84	89	85	81
TPRE012513	2146	612	924	913	827	960
TPRE012514	4	8	8	8	8	15
TPRE012515	4	7	3	5	5	11
TPRE012516	3	4	4	2	2	6
TPRE012517	3	2	21	8	22	17
TPRE012518	1	2	0	0	0	0
TPRE012519	2	4	5	4	1	3
TPRE012520	0	0	0	0	0	0
TPRE012521	0	0	0	0	0	0
TPRE012522	0	0	0	0	0	0
TPRE012523	0	0	0	0	0	0
TPRE012524	0	0	1	0	0	0
TPRE012525	1729	1284	1794	1520	1586	2115
TPRE012526	83	101	143	103	80	94
TPRE012527	6975	9588	10196	7223	8664	9701
TPRE012528	472	643	634	413	508	511
TPRE012529	23780	32055	34004	25748	28794	32230
TPRE012530	627	994	1291	899	1022	1148
TPRE012531	1	0	7	3	3	5
TPRE012532	276	263	378	300	321	404
TPRE012533	337	604	668	424	445	574
TPRE012534	54	39	85	51	87	69
TPRE012535	178	226	234	154	186	218
TPRE012536	94	201	248	120	178	109
TPRE012537	26	40	48	42	24	32
TPRE012538	3	6	7	8	5	4
TPRE012539	223	398	462	268	298	377
TPRE012540	23	19	42	25	32	27
TPRE012541	19	27	43	38	22	51
TPRE012542	8	6	6	22	18	14
TPRE012543	1401	1251	1253	954	1282	1558
TPRE012544	280	491	472	316	360	340
TPRE012545	166	106	147	92	81	180
TPRE012546	2939	3588	5136	3864	3906	5543
TPRE012547	3806	3033	4807	3886	4840	5155
TPRE012548	1991	2294	2794	1813	2039	2572
TPRE012549	3145	4234	3809	2727	3203	3478
TPRE012550	1204	938	1220	984	1009	1281
TPRE012551	496	682	588	313	474	656
TPRE012552	5859	10703	11316	6735	8250	8416
TPRE012553	5	7	2	0	6	6
TPRE012554	13	43	42	32	18	24
TPRE012555	128	186	261	197	185	286
TPRE012556	686	301	1080	250	825	933
TPRE012557	48	39	66	47	49	154
TPRE012558	31	31	57	35	11	18
TPRE012559	2108	2966	2666	2129	2129	3146
TPRE012560	4301	5630	5796	3545	3911	5297
TPRE012561	6309	1613	3375	2863	1743	4692
TPRE012562	1945	2371	2581	1981	2392	2433
TPRE012563	1071	1396	1713	1146	1511	1623
TPRE012564	786	1119	1446	1003	1051	1253
TPRE012565	915	848	1122	1025	1072	1298
TPRE012566	367	591	663	459	543	566
TPRE012567	351	511	685	451	516	622
TPRE012568	3606	3848	5040	3943	3784	5509
TPRE012569	451	489	451	445	525	597
TPRE012570	702	811	853	684	775	984
TPRE012571	183	213	285	164	231	240
TPRE012572	546	828	935	622	760	743
TPRE012573	168	161	198	206	177	250
TPRE012574	27	38	32	24	34	20
TPRE012575	2616	4776	5889	3783	4020	5356
TPRE012576	56	61	74	62	85	94
TPRE012577	1437	1494	1423	1108	1367	1703
TPRE012578	423	510	520	483	496	577
TPRE012579	4228	6938	8632	5526	6248	6663
TPRE012580	1325	1732	1553	1146	1229	1558
TPRE012581	1352	1481	1843	1625	1502	2112
TPRE012582	2097	2475	2853	2161	2623	3271
TPRE012583	608	737	961	768	846	1012
TPRE012584	2503	3964	4423	2966	3464	4027
TPRE012585	289	470	545	415	511	530
TPRE012586	4636	1940	3722	2807	2918	3477
TPRE012587	676	368	489	664	757	879
TPRE012588	4409	5702	6873	5180	5736	6136
TPRE012589	1194	1505	1928	1351	1624	1709
TPRE012590	1135	1390	1474	1253	1274	1449
TPRE012591	0	0	0	0	0	1
TPRE012592	2	0	0	0	0	0
TPRE012593	1760	1852	1988	1562	1589	2080
TPRE012594	0	0	0	0	1	1
TPRE012595	310	485	385	304	348	421
TPRE012596	1025	1597	1774	1075	1241	1414
TPRE012597	75	135	164	98	140	144
TPRE012598	4868	7597	8593	5402	6593	7226
TPRE012599	2315	2222	2940	2250	2311	3121
TPRE012600	204	273	387	273	333	474
TPRE012601	527	706	677	589	663	753
TPRE012602	679	949	1296	910	938	1278
TPRE012603	345	377	395	377	371	467
TPRE012604	2088	2836	2764	2083	2237	2638
TPRE012605	612	717	673	549	617	794
TPRE012606	540	64	120	94	148	130
TPRE012607	2785	3551	5957	3971	4315	5604
TPRE012608	155	153	167	157	187	232
TPRE012609	3126	3712	4554	3640	4185	4616
TPRE012610	1716	1832	2093	1588	1825	2172
TPRE012611	755	785	841	607	777	905
TPRE012612	8969	7279	9600	7803	7345	11517
TPRE012613	1229	1658	1826	1353	1611	1847
TPRE012614	0	0	0	3	6	4
TPRE012615	0	3	4	1	4	15
TPRE012616	507	677	954	621	786	957
TPRE012617	53	25	70	55	60	40
TPRE012618	43	20	31	40	51	37
TPRE012619	63	53	81	57	82	67
TPRE012620	0	0	0	3	1	5
TPRE012621	41	43	68	63	68	82
TPRE012622	7	17	13	17	21	10
TPRE012623	43	37	32	41	38	55
TPRE012624	0	0	1	0	0	0
TPRE012625	0	0	0	0	0	0
TPRE012626	174	149	208	155	140	229
TPRE012627	0	0	0	0	0	0
TPRE012628	0	0	2	0	1	0
TPRE012629	2	7	8	4	2	8
TPRE012630	0	1	3	1	1	1
TPRE012631	0	4	0	0	0	0
TPRE012632	0	0	0	0	0	0
TPRE012633	0	0	0	0	0	0
TPRE012634	0	0	0	0	0	0
TPRE012635	0	0	0	0	0	0
TPRE012636	0	0	0	0	0	0
TPRE012637	0	0	0	0	0	0
TPRE012638	0	0	0	0	0	0
TPRE012639	0	0	0	0	0	0
TPRE012640	0	0	0	0	0	0
TPRE012641	0	0	0	0	0	0
TPRE012642	0	0	0	0	1	0
TPRE012643	0	0	0	1	0	1
TPRE012644	1	0	0	2	0	0
TPRE012645	0	0	0	0	0	0
TPRE012646	37	46	27	18	19	12
TPRE012647	0	0	0	0	0	0
TPRE012648	0	0	0	0	0	0
TPRE012649	0	0	0	0	0	0
TPRE012650	0	0	0	0	0	2
TPRE012651	0	0	0	0	0	0
TPRE012652	0	0	0	0	0	0
TPRE012653	0	0	0	0	0	0
TPRE012654	0	0	0	0	0	0
TPRE012655	0	0	0	0	0	0
TPRE012656	4	0	4	3	0	0
TPRE012657	0	0	0	0	0	0
TPRE012658	0	0	0	0	0	0
TPRE012659	0	0	0	0	0	0
TPRE012660	14	19	29	30	33	45
TPRE012661	0	0	0	0	0	0
TPRE012662	0	0	0	0	0	0
TPRE012663	0	0	0	0	0	0
TPRE012664	5	16	35	26	37	30
TPRE012665	0	0	0	0	0	0
TPRE012666	0	0	0	0	0	0
TPRE012667	0	0	0	0	0	0
TPRE012668	0	0	0	0	0	0
TPRE012669	0	3	2	3	4	10
TPRE012670	0	0	0	0	0	0
TPRE012671	0	0	1	0	0	0
TPRE012672	1	2	1	2	2	4
TPRE012673	0	0	0	0	1	0
TPRE012674	0	0	0	0	1	0
TPRE012675	1	3	2	2	0	2
TPRE012676	6	0	0	0	0	3
TPRE012677	0	0	0	0	0	0
TPRE012678	172	212	277	211	293	279
TPRE012679	228	254	284	255	314	298
TPRE012680	534	540	748	675	713	878
TPRE012681	5748	5563	4718	4079	4661	5649
TPRE012682	4252	5448	5449	4007	4382	4957
TPRE012683	2990	3662	3540	2868	3298	3817
TPRE012684	224	230	211	162	176	221
TPRE012685	10	0	2	9	6	5
TPRE012686	5	0	3	2	3	3
TPRE012687	0	0	3	0	0	0
TPRE012688	14	45	25	30	24	34
TPRE012689	32	36	43	42	28	54
TPRE012690	1	0	0	0	0	0
TPRE012691	34	25	18	25	22	32
TPRE012692	1	0	0	0	0	0
TPRE012693	0	0	0	3	0	0
TPRE012694	5	0	1	1	0	2
TPRE012695	0	0	0	0	0	0
TPRE012696	0	0	2	0	0	1
TPRE012697	394	434	424	325	251	465
TPRE012698	2	1	7	2	4	2
TPRE012699	32	27	11	35	20	26
TPRE012700	12504	6379	7275	6131	6407	7755
TPRE012701	1984	2282	2441	1889	2152	2503
TPRE012702	1669	1397	1654	1413	1462	1816
TPRE012703	644	818	1178	771	959	948
TPRE012704	770	985	1109	806	854	1054
TPRE012705	523	468	535	487	437	651
TPRE012706	2108	2531	2761	1991	2342	2887
TPRE012707	3914	4871	5497	4653	5391	5707
TPRE012708	0	0	0	0	0	0
TPRE012709	442	322	313	393	323	395
TPRE012710	22	7	6	5	2	8
TPRE012711	7579	9237	8915	6630	7739	8814
TPRE012712	894	1247	1242	915	952	1065
TPRE012713	621	867	827	624	644	769
TPRE012714	1289	1747	1440	946	1352	1429
TPRE012715	278	361	406	309	379	352
TPRE012716	0	0	0	0	0	0
TPRE012718	8477	10516	11931	8907	9735	11022
TPRE012719	1646	1798	1783	1606	1796	2099
TPRE012720	1893	2069	2507	1965	2222	2804
TPRE012721	90	114	95	55	83	98
TPRE012722	135	155	138	159	134	198
TPRE012723	792	633	805	669	811	981
TPRE012724	1086	559	516	493	422	638
TPRE012725	861	910	982	692	821	1035
TPRE012726	474	528	884	588	796	1047
TPRE012727	1126	955	1296	1053	1249	1231
TPRE012728	61	81	125	86	92	106
TPRE012729	0	1	1	0	2	0
TPRE012730	315	204	324	340	317	480
TPRE012731	1649	2302	2938	2047	2318	2523
TPRE012732	952	1297	1338	1012	1091	1183
TPRE012733	2094	2329	3251	2503	2470	3556
TPRE012734	1166	1397	1611	1250	1388	1643
TPRE012735	713	571	680	524	534	621
TPRE012736	1889	1932	2636	2115	1949	2712
TPRE012737	34	27	35	56	57	61
TPRE012738	0	0	1	1	0	0
TPRE012739	1	4	18	3	6	10
TPRE012740	139	176	257	160	147	230
TPRE012741	81	102	115	96	103	125
TPRE012742	0	11	14	13	6	10
TPRE012743	15	17	28	11	30	23
TPRE012744	198	269	265	146	223	191
TPRE012745	1013	974	1380	1029	1177	1307
TPRE012746	768	981	980	594	662	916
TPRE012747	229	369	589	379	353	452
TPRE012748	0	0	0	4	6	9
TPRE012749	0	0	0	0	0	0
TPRE012750	0	0	1	0	1	0
TPRE012751	1070	1358	1361	1003	1262	1401
TPRE012752	3	0	3	0	0	0
TPRE012753	2	4	3	1	1	3
TPRE012754	0	0	0	0	0	0
TPRE012755	0	0	0	0	0	0
TPRE012756	67	40	42	28	44	70
TPRE012757	0	2	0	0	10	1
TPRE012758	0	0	0	0	0	0
TPRE012759	353	232	345	294	323	441
TPRE012760	7150	8162	9105	8564	7501	10945
TPRE012761	30646	32682	45465	32009	32916	47631
TPRE012762	29	52	77	40	41	79
TPRE012763	24	11	19	25	26	32
TPRE012764	0	0	0	0	0	0
TPRE012765	6385	175	177	366	390	284
TPRE012766	0	0	0	1	0	0
TPRE012767	0	0	0	0	0	0
TPRE012768	0	0	0	0	0	0
TPRE012769	0	0	0	0	0	0
TPRE012770	0	0	0	0	0	0
TPRE012771	0	0	0	0	0	0
TPRE012772	0	0	1	0	0	0
TPRE012774	0	0	0	0	0	0
TPRE012775	0	3	0	1	3	2
TPRE012776	0	0	0	1	0	0
TPRE012777	0	1	0	1	3	3
TPRE012778	1140	1462	1492	1223	1299	1654
TPRE012779	26	30	35	28	12	30
TPRE012780	15	29	28	28	22	49
TPRE012781	0	0	0	0	0	0
TPRE012782	1891	2695	2926	2276	2679	2911
